문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean	개인지칭
저런년놈들이 한국에 뭔가 필요하면 동포드립	0	0	0	1	0	0	0	0	0	0	0
하리수도 여대지원하면 저렇게 되겠구나	0	0	1	0	0	0	0	0	0	0	0
개념녀의 최후	0	0	0	0	0	0	0	0	0	1	0
아니 좀 동포라는 개소리좀 안쓰면안되나 그냥 중국인 7명 이렇게 쓰면되지 뭘 자꾸 동포래	0	0	0	1	0	0	0	0	0	0	0
남자들은 글로 내용을 가득 채우는데 좆같은 년들은 이모티콘이나 사진으로 거의 반 이상을 채움	1	0	0	0	0	0	0	0	0	0	0
울지마톤즈 이태석 신부님도 올려주라	0	0	0	0	0	0	0	0	0	1	0
전라도랑은 비교도안되는 경상도 지하철	0	0	0	0	0	1	0	0	0	0	0
실제로 한번 보고싶다 내 앞에서도 저지랄 할수있는지 없는지도 궁금하고 또 사람 같지 않은거를 사람으로 만들어주는거 잘하는데 견적이나 한번 내보자	0	0	0	0	0	0	0	0	1	0	0
틀딱새끼들 좀 안디지냐	0	0	0	0	1	0	0	0	0	0	0
이래서 자댕이한테는 사람취급 해주면 안된다 이기 쉰부랄달고 여자한테 대드노	0	1	0	0	0	0	0	0	0	0	0
미국이 부럽다	0	0	0	0	0	0	0	0	0	1	0
굶어 뒤져라 개슬람 새끼들아배고프면 느그나라로 돌아가서할랄인지 부랄인지 쳐먹어	0	0	0	0	0	0	1	0	0	0	0
한남들 다 국제개망신이노 돼지들끼리 정치하고 똥싸고있노 다 끌어내려야 한다 이기	0	1	0	0	0	0	0	0	0	0	0
겁쟁이 한국인 떠나라	0	0	0	0	0	0	0	0	1	0	0
개소리도 적당히 하자 남녀평등 외치면서 저런것도 평등하게 같은 수준으로 해야되는거 아니냐 사무직 뽑는게 아니라 경찰뽑는건데	0	0	0	0	0	0	0	0	1	0	0
미친 짱깨새끼들 시진핑 자지나 빨아라	0	0	0	1	0	0	0	0	0	0	0
실제로도 비슷한거 본적있어서 개극혐 맘충 씹년들 캬약퉤 노맘충존 요구됨	1	0	0	0	0	0	0	0	0	0	0
크 쌍도남클라스 외국까지나가서 쌍도냄새를 풍기노	0	0	0	0	0	1	0	0	0	0	0
모여서 집단예배하고 천국행 노리나	0	0	0	0	0	0	1	0	0	0	0
급식충들은 뒤져도돼	0	0	0	0	1	0	0	0	0	0	0
아랍새끼들은 다죽여야해짱깨와 아랍새끼들은 다죽여야지	0	0	0	1	0	0	0	0	0	0	0
진정한 남페미는 알아서 재기함 후팔 재기할 용기도 없으면서 페미운운하는거 역겹노	0	1	0	0	0	0	0	0	0	0	0
섹스하다가 질리면 헤어지는거지 순정은 지랄	0	0	0	0	0	0	0	0	1	0	0
저런거 못잡지 않나	0	0	0	0	0	0	0	0	0	1	0
욕봤노 한남충들은 뜯어먹을것도 앵나 없노 코르셋들도 여행가면 한남은 경계한다이기	0	1	0	0	0	0	0	0	0	0	0
진짜 저러면 그저 빛	0	0	0	0	0	0	0	0	0	1	0
좌빨종북주사파 달창대개문 김정은애완견 들 조민 표창장 은 어디서 나온거야 유시민은 동양대 총장한데 전화 는 왜 한거야 중국가서 사드 보복하라구 고자질 은 누가 한거야비리 들어나면 메신저 공격하는 생양아치 좌빨 종북주사파 달창대개문 김정은애완견 들	0	0	0	0	0	0	0	1	0	0	1
페미니스트는 멀쩡한 여성들도 욕먹게 만드는 정신병임	1	0	0	0	0	0	0	0	0	0	0
처형이고 글쓴놈이고 대화수준이 촌동네 시골바닥 수준이네	0	0	0	0	0	1	0	0	0	0	0
돈받고 기사쓰나	0	0	0	0	0	0	0	0	1	0	0
하이패스가 웬수지 누구한테원망 갈수록 힘들어진다 급격한 ai에 도처에서 날리지 5년후면 10년후면 로봇이 점령할거다	0	0	0	0	0	0	0	0	1	0	0
말이 14억이지 미국 호주 캐나다 일본 한국 퍼진거합치면 추산 불가아니냐	0	0	0	0	0	0	0	0	0	1	0
저거보면 진지하게 지나가는 게이 뚜두려패고 싶은 마은 솓아남	0	0	1	0	0	0	0	0	0	0	0
가부장제 사회 디폴트가 여혐이다	0	0	0	0	0	0	0	0	0	1	0
무슬림들에게 전복당하면이슬람 율법을 거부하는 남자들은 가축마냥 참형에 처해짐샤리아 체계 아래 자유와 선택따윈 없음 죽음과 복종뿐	0	0	0	0	0	0	1	0	0	0	0
그러니 그런데를 왜다녀요	0	0	0	0	0	0	0	0	1	0	0
ppap 크게 틀면 조용해짐	0	0	0	0	0	0	0	0	0	1	0
갓본께서 빨리 동아시아를 통일시켜주면좋겠다	0	0	0	1	0	0	0	0	0	0	0
초대남줄서봅니다	0	0	0	0	0	0	0	0	1	0	0
개독 만세	0	0	0	0	0	0	1	0	0	0	0
탈북자 새끼들 다 북한으로 돌려보내야한다 얘들은 자기 조국을 배신한 변절자다참고로 알겠지만 배신을 한번하면 또 두번하고 그 이상으로 한다	0	0	0	1	0	0	0	0	0	0	1
존나 깝치네 개슬람새끼들이	0	0	0	1	0	0	1	0	0	0	0
저거 야동을 너무 많이 보고 좆본가서 저런 거 아니냐씨발 현실과 판타지를 구분 못하는 새끼들좆본법으로 외노자새끼들은 강력하게 처벌해야됨	0	0	0	1	0	0	0	0	0	0	0
피싸개들이 낳아봐야 똥싸개뿐이지 별거있냐	1	0	0	0	0	0	0	0	0	0	0
난 오줌싸고 꼬츄 휴지로 닦음	0	0	0	0	0	0	0	0	0	1	0
외국은 여자가 성바꾸더만 병신년들 정도를모르네	1	0	0	0	0	0	0	0	0	0	0
짱깨 속국을 자처하는 대가리 깨진 새끼들이 있는데 어쩌겠노빨리 떠야지	0	0	0	1	0	0	0	0	0	0	0
진짜 쟤들은 얼마나 가난한거냐	0	0	0	0	0	0	0	0	1	0	0
사투리꼬라지보소 쌍도자지들은 사투리쓸때마다 존나 촌내나고 역겨움	0	0	0	0	0	1	0	0	0	0	0
전남 보성에 광주 이씨잖아몰랐냐지금 보성에 날리도 아닌데	0	0	0	0	0	0	0	0	0	1	0
똥남아 존나 냄새나게 생김	0	0	0	1	0	0	0	0	0	0	0
어깨가넓은게아니라 얼굴이존나작네시말	0	0	0	0	0	0	0	0	1	0	0
w전라도 외국이니깐 다문화맞지	0	0	0	0	0	1	0	0	0	0	0
행갓치는 워추다이기야	0	0	0	0	0	0	0	0	0	1	0
사일런트힐이네	0	0	0	0	0	0	0	0	0	1	0
신기하게도 알라뽕 우가차차 위주로 구워졌네	0	0	0	1	0	0	1	0	0	0	0
연발 시발 좆같음 누르면 없어져서 쏘는재미도 없음	0	0	0	0	0	0	0	0	1	0	0
장애있냐 마지막에 왜 물어보는거냐	0	0	0	0	0	0	0	0	1	0	0
20대 남자 현실 알만하다 모질이 천치들	0	1	0	0	0	0	0	0	0	0	0
진짜 차기 대통령감이다	0	0	0	0	0	0	0	0	0	1	0
저런 거지새끼들하고 통일하기 싫다오지좀 마라 제발 북한이든 조선족이든	0	0	0	1	0	0	0	0	0	0	0
경찰도되고 군인도되고 소방관도되고 여자도 똑같이 다 할수 있다고 하지만 여자가 약해서 당하는건 어쩔수 없다는건 이런데서 확연히 표시난다는거	1	0	0	0	0	0	0	0	0	0	0
시민들의 성문제을 대처하고 예방해야될 기관이 도리어 무풍지대가 되어 저것들도 쉬쉬하는것들이 무슨 시민의 단체장을 맡고 성문제특보는 뭐한다고 있나 누구보다 문제 심각성을 심도있게 파고 들어 해결해야되는 사람이 허수아비가	0	0	0	0	0	0	0	0	1	0	0
한남충새끼들존나폭력적이고개지랄을다떠는데 누가좋아하느	0	1	0	0	0	0	0	0	0	0	0
스시녀랑 결혼해서 갓본으로 귀화하고싶다	1	0	0	1	0	0	0	0	0	0	0
어쩐지 문통지지률과 민주당 지지률 이상하고 대통령 응원 만이올라가더라 모두가 공산당과 짱개들 짓이내	0	0	0	1	0	0	0	0	0	0	1
치욕을 받았노	0	0	0	0	0	0	0	0	0	1	0
필리핀 제발망하게해주세요	0	0	0	1	0	0	0	0	0	0	0
카야 스코델라리오가 더 이쁘지 않냐	0	0	0	0	0	0	0	0	0	1	0
기업들이 만든거 달통한테 왜 서한보낸겨 이기사거리로 또 선동질하겠구먼	0	0	0	0	0	0	0	0	1	0	1
정신또라이들 교회 다니는 인간들 졸라 재수없어 지들만 믿으면 되지 꼭 끌어드리려고 얼굴에다 염산 확 뿌려버려야지	0	0	0	0	0	0	1	0	0	0	0
이자식들 나라망하게 바이러스 퍼트리고다니네 저것도 목사라고 한심하다	0	0	0	0	0	0	1	0	0	0	0
좆중고딩 허세 방출 글댓글들이 가관이다지워라 글좆중고딩을 보면 조사버리고 싶어	0	0	0	0	1	0	0	0	0	0	0
오 난 당연히 노르웨이인인것을	0	0	0	0	0	0	0	0	0	1	0
남들에게 유식한척 훈수는 두고 싶은데 그만큼 잘나지도 않고정보화 시대에 젊은사람들보다 지식이 뛰어나지도 않으니까정상인들은 관심조차 가지지 않는 이상한 음모론 틀튜브 주워듣고와서자기만 아는 대단한 정보인양 떠벌려대는 거임	0	0	0	0	0	0	0	0	1	0	0
난 왜안나오냐 시발련들아	0	0	0	0	0	0	0	0	1	0	0
어차피 친구가 준건데 어떻노 병신아	0	0	0	0	0	0	0	0	1	0	0
트랜스젠더 이거 정신병이에요	0	0	1	0	0	0	0	0	0	0	0
그게 이상해 발악하는 새끼들이 다 짱개분탕새끼들임	0	0	0	1	0	0	0	0	0	0	0
저런 씨발틀딱 새끼들 진짜 나한테 걸리면 반 조져놓는다	0	0	0	0	1	0	0	0	0	0	0
목숨 처럼 여기는 예배가 아니고 돈	0	0	0	0	0	0	1	0	0	0	0
유산균이 필요하면 쟤들은 요구르트먹는데 한국은 맵고 짠 김치랑 쉰내나는 된장쳐먹고 있으니	0	0	0	1	0	0	0	0	0	0	0
맞는말이네 결혼하면 100점이라는게 뭐가 성추행이냐 늙어서 남한턱 피해주말고 결혼해서 애들낳도록합시다	1	0	0	0	0	0	0	0	0	0	0
저 시발련 전라도에서 통수스킬 배우고 바로 써먹노	0	0	0	0	0	1	0	0	0	0	0
또 또 교회야 아우지겨워	0	0	0	0	0	0	1	0	0	0	0
창녀들은 세금도 안내는데 지원 받는건 왜 이렇게 많냐	0	0	0	0	0	0	0	1	0	0	0
난민에 꼴페미에 아주나라 잘돌아간다	1	0	0	0	0	0	0	1	0	0	0
여성우월국가 여성우대국가 여성배려국가에서는 당연한 결과지	1	0	0	0	0	0	0	0	0	0	0
짤게 노인네들을 욕해 가만히 잇는 사람들한테 그러노	0	0	0	0	1	0	0	0	0	0	0
조선족 천지 사이트네	0	0	0	1	0	0	0	0	0	0	0
동양인이 서구권에서 발발한 종교믿는거 자체가 허영심임	0	0	0	1	0	0	1	0	0	0	0
어떤 간식을 쳐드시길라 600만원임	0	0	0	0	0	0	0	0	0	1	0
살면서 기독교충이랑 앱등이만 거르면 사교관계 8할은 성공한거랬음	0	0	0	0	0	0	1	0	0	0	0
고소가 먼저다	0	0	0	0	0	0	0	0	0	1	0
명불허전 존 라 도	0	0	0	0	0	1	0	0	0	0	0
괴벨스의 선동이론도 모르느냐 게헛소리를 믹스해놓으니 한남들이 노발대발한거 아니겠느냐 이 빻은련아 네이련 웜상주바이러스 걸린련이 조신하지 못하게 어서가서 베둘레헴이나 확장시키거라	1	1	0	0	0	0	0	0	0	0	0
하다하다 이거가지고 심술이노개같은김치녀까는건 어쩔수없다하더라도 저건 그냥 진심으로 맛있어서 그런겉은데	1	0	0	0	0	0	0	0	0	0	0
기분개더럽노	0	0	0	0	0	0	0	0	1	0	0
348 난 워마드에 창작 게시판 만드는 건 반대한다 이기야 여기서는 토론하거나 정보교환하고 앞으로 어떤 전략을 세워야 할지만 얘기하는게 더 좋다고 보노	0	0	0	0	0	0	0	0	0	1	0
개슬람 존나 싫어	0	0	0	1	0	0	1	0	0	0	0
개독 중에도 아직 사람새끼가 있었나보네	0	0	0	0	0	0	1	0	0	0	0
홍어 핫스팟이네 좆같다	0	0	0	0	0	1	0	0	0	0	0
가세연이 뭔데 씨발놈들아	0	0	0	0	0	0	0	0	1	0	0
지가 거르는줄아노 장애인이노	0	0	0	0	0	0	0	1	0	0	0
왜 충동에서 끝나냐 안타깝네 씨발	0	0	0	0	0	0	0	0	1	0	0
사실상 세상에서 제일 미개한 민족 짱깨보다 더미개함	0	0	0	1	0	0	0	0	0	0	0
로봉 요새머하냐	0	0	0	0	0	0	0	0	0	1	0
단지 한국여자라는 이유만으로 단 1의 예외도 없이 전부 다 살처분해 돼지사료로 줘버리기만 해도 이 세상 모든 인류에게 평화가 찾아오고 이전에 경험해 보지 못한 놀라운 수준의 발전이 가능해질듯	1	0	0	0	0	0	0	0	0	0	0
시발 탈북자 정부 보조금 좀 줄여라	0	0	0	1	0	0	0	0	0	0	0
이늠 물지마라 우파끝난다 페미코인탄 안정권라인 전라도다	1	0	0	0	0	1	0	0	0	0	0
쟤가 타던차종이 뭐엿내	0	0	0	0	0	0	0	0	0	1	0
뒈짓 쿨내 오지노	0	0	0	0	0	0	0	0	1	0	0
한남들 또사고치네 진짜	0	1	0	0	0	0	0	0	0	0	0
노력해서 자지좀 키워라 후팔새끼들아	0	1	0	0	0	0	0	0	0	0	0
와 멋잇다	0	0	0	0	0	0	0	0	0	1	0
걍 북으로 다시 꺼져 제발	0	0	0	1	0	0	0	0	0	0	0
지금 가짜좆민 새끼들 쫓으라고 난민법 폐지하라고 시위하는 사람들 대부분 애있는 보수층이노	0	0	0	1	0	0	0	0	0	0	0
자지들 돈 벌기 쉽노	0	1	0	0	0	0	0	0	0	0	0
홍어 는 죽여도 된당께	0	0	0	0	0	1	0	0	0	0	0
홍어에 뇌빨린 개쌍도인	0	0	0	0	0	1	0	0	0	0	0
씨발 진짜 개극혐이네 지들끼리 살라고해 왜 정상인의 범주로 들어올려고 지랄이냐	0	0	0	0	0	0	0	0	1	0	0
그동안 논란이됐던 교과서 역사왜곡보다 훨씬 심각한 일이고 정말 역겨운 범죄다 교사라는 인간이 아이들한테 반사회적 사상교육을 한다니 이런 미친짓을 당장 멈춰야 하고 뿌리뽑아야 한다 정말 구역질이 올라온다	0	0	0	0	0	0	0	0	1	0	0
교인들돈삥뜯어 새끼들 까지 끼고 관광 이나 기돌아다니면서 전염병이나 옮기고 참으로 엿같은 개독 먹사시키들 먹사들유흥비나 대주는 한심한 교인들	0	0	0	0	0	0	1	0	0	0	0
옥주할매 보지에 불나서 쉰다는 글 생각나네우웩	1	0	0	0	0	0	0	0	0	0	0
그러니교회가사회악이되어간다	0	0	0	0	0	0	1	0	0	0	0
맘충이란 단어를 국어사전에 등재해도 될듯싶다	1	0	0	0	0	0	0	0	0	0	0
미국에서는 9살 연하가 또래군	0	0	0	0	0	0	0	0	0	1	0
솔직히 별로 재미없음	0	0	0	0	0	0	0	0	1	0	0
추운 사람은 입으면 해결되지만 더운건 상탈할수도 없고 해결이 안되잖아	0	0	0	0	0	0	0	0	0	1	0
틀딱탈모충 극혐	0	0	0	0	1	0	0	0	0	0	0
아버지도 처벌해야지	0	0	0	0	0	0	0	0	0	1	0
소추감별 감사	0	1	0	0	0	0	0	0	0	0	0
퍄퍄 보면 볼수록 이글은 한남 퇴치 부적이노	0	1	0	0	0	0	0	0	0	0	0
북남 남남둘다 기차놀이하고 죽엇으면	0	1	0	0	0	0	0	0	0	0	0
꼭 키 작은 급식충이 이런 글 씀	0	0	0	0	1	0	0	0	0	0	0
시발년들아 똥송민국 일이나 걱정해라	0	0	0	1	0	0	0	0	0	0	0
틀딱들 혈압올릴라고 들어오는거임 빨리뒤지라고	0	0	0	0	1	0	0	0	0	0	0
할짓거리 없이 책상머리 틀어박혀 하는거라곤 피해망상  뿐인 페미 쿵쾅이 기레기들 싹 다 잡아다 군대  훈련소 보내 남자 똑같이 훈련하게 하면 하루도 못가  눈물 찔찔 짜며 살려주세요 다신 망상 안할께요 할텐데	1	0	0	0	0	0	0	1	0	0	0
헬게이트 런던	0	0	0	1	0	0	0	0	0	0	0
동성애는 일반인과 조금 다른게 아니라그냥 틀린거다	0	0	1	0	0	0	0	0	0	0	0
으 조오팔 좆나 답답하네	0	0	0	0	0	0	0	0	1	0	0
火기 찬 하루	0	0	0	0	0	0	0	0	0	1	0
와쇼린이 탁탁탁 오늘은 이거다	0	0	0	0	0	0	0	0	1	0	0
동성애는 변태 성욕이다	0	0	1	0	0	0	0	0	0	0	0
콘돔껴도 안되노 그냥 먹지마라 이기야	0	0	0	0	0	0	0	0	1	0	0
그래도 지구는 평평하다	0	0	0	0	0	0	0	0	0	1	0
선거는국회의원이하나 당신들이아무리날뛰어도  국민이투표로 심판한다 국민이 바보로이나 홍콩보았을것이다  보이나 봤나 국민을 우롱하면 그만큼의죄을받는다  두고보시라 지금이야 권력잡고있으니 마음대로하겠지만 국민이 바보가아니다	0	0	0	0	0	0	0	0	1	0	0
경상도새끼들 수준봐라 버러지같은새끼들	0	0	0	0	0	1	0	0	0	0	0
대구라서 죄송합니다 시발좆나 쪽팔리네	0	0	0	0	0	1	0	0	0	0	0
유튜브해서 남피해주는새끼들 걸리면 바로 모가지따서 직이뿌야된다	0	0	0	0	0	0	0	0	1	0	0
나 불렀노	0	0	0	0	0	0	0	0	0	1	0
저 애비도 일베를 했어야지	0	0	0	0	0	0	0	0	0	1	0
사우디 개슬람새끼들 씨발 밤새도록 음악 존나 크게 쳐틀어놓고 집에서 딸딸이를 치는지 존나시끄러움 개새끼들 씨발 좆미개 사막땅그지새끼들	0	0	0	0	0	0	1	0	0	0	0
시발 난저거 다 조선족 몸또같은 사긴줄 알고안갓네 여튼 잘됫네	0	0	0	1	0	0	0	0	0	0	0
딱봐도 우덜구울당 당원에 매일 틀튜브나 처보는 구울틀딱이네	0	0	0	0	1	0	0	0	0	0	0
자유민주주의 국가들에겐 자폭 테러나 일삼는 개 찌질한 개슬람 색히들 전혀 동정이 가지 않는다	0	0	0	0	0	0	1	0	0	0	0
자연이 좋아서	0	0	0	0	0	0	0	0	0	1	0
붓다가 보면 어떤 생각을 하실까	0	0	0	0	0	0	0	0	0	1	0
늘 니글보면서 느끼는거지만 이란을굉장히좋아하는듯	0	0	0	0	0	0	0	0	0	1	0
함 박아줘	0	0	0	0	0	0	0	0	0	1	0
트랜스 섹스토이 지 남충 바람피웠다는 영상에도 업업하는 정성이 머단하노	0	0	1	0	0	0	0	0	0	0	0
어느 책에서 본건데종교로 인해서 죽는 사람이 백명이라면80명은 이슬람에 의해 죽는 기독교인나머지 20명은 이슬람 율법에 죽는 여자들 이라고	0	0	0	0	0	0	1	0	0	0	0
목사 시키 구속하고 재산압류하여 피해보상 청구하라 쓰레기 목사 다	0	0	0	0	0	0	1	0	0	0	0
저러다 한국인 빡치면 폭력행사되는거다참다참다 폭력사태터지면 조선족들엄청 맞아죽을수도있다	0	0	0	1	0	0	0	0	0	0	0
개슬람은 홍어들이랑 똑같아 밖으로는 아닌듯 코스플레 하지만 결정적인 순간에 직들 종특 나옴	0	0	0	0	0	1	1	0	0	0	0
저친구는지금뭐할까	0	0	0	0	0	0	0	0	0	1	0
메드포갈릭이다 이기야	0	0	0	0	0	0	0	0	0	1	0
예수개씨발새끼야 니가씨팔신이면 니후빨하는저런개시팔목사새끼좀 알아서처단해라 씨펄존재하지도않는 개잡신을만들고쳐믿고추종들하는 개독은답이없다진짜	0	0	0	0	0	0	1	0	0	0	0
여혐낙태부터 시작해서 김치녀개념녀 구분짓기	1	0	0	0	0	0	0	0	0	0	0
웜련들아 전쟁나면 10틀딱은하고 난민신청하자이기야	0	0	0	0	1	0	0	0	0	0	0
형 그냥 등록취소해	0	0	0	0	0	0	0	0	0	1	0
한남은 죽으면 착해진다이기 흙이되야 착해짐 개사료로도 개 탈난다 안된다이기	0	1	0	0	0	0	0	0	0	0	0
진짜 이번에 좇선족이나 뭐던 시벌 동남아던 비례대표 번호주면표안준다씨발 정신차릴때까지	0	0	0	1	0	0	0	0	0	0	0
동남아 새끼들은 씨를말려야되 좆같은 새끼들	0	0	0	1	0	0	0	0	0	0	0
크 역시 텍사스	0	0	0	0	0	0	0	0	0	1	0
개독 새끼들 사람 뇌가 아녀	0	0	0	0	0	0	1	0	0	0	0
진짜 존나 병신같다	0	0	0	0	0	0	0	0	1	0	0
꽉낀청바지 갈아입고 거리를 나섰네	0	0	0	0	0	0	0	0	0	1	0
너보다스펙좋은여자들은뭐냐내주변만해도있던데결국 유유상종문제아닐까 고졸 지잡 좆문이거나말야	0	0	0	0	0	0	0	1	0	0	0
상무 따라 가라 익2야2야2야	0	0	0	0	0	0	0	0	0	1	0
양남좆에 한남좆 넣는거 충분히 가능할듯	0	1	0	1	0	0	0	0	0	0	0
구웨엑 다뒤진 시체벌레를 기계벌레로 감싸다가 난자에 박노 후팔 좆극혐 으씨팔 그 다 뒤진유충 그걸 포궁에다 넣어서 기르게할것아니노 존나더럽노 벌레노	0	1	0	0	0	0	0	0	0	0	0
왜 보지들은 생리랑 군대랑 비교를하냐 씨발년들	1	0	0	0	0	0	0	0	0	0	0
레즈비언이 여자가 여자를 좋아하는 거잖아 저 트젠년은 지가 여자라 생각하는거지	0	0	1	0	0	0	0	0	0	0	0
뜯어고칠게 한두개가아니다이기 한남은 학살이 답이노 여윽시 한남은 고쳐쓰는게 아니다이니야	0	1	0	0	0	0	0	0	0	0	0
슬리퍼에 호남향우회 적혀있네	0	0	0	0	0	0	0	0	0	1	0
말투부터 기갈 따라하면서 이건 내가 아니고 웃자고하는거다 절대 난 기갈이랑 상관없다 이부랄 안떠는 자댕이가 없노 창짓하는 좆이돌들 아이돌 춤추면서도 그러노 같은 아이돌끼리 춤빠꾸면 그대로 당연하게 어울려보이게 노력한다이기야	0	0	1	0	0	0	0	0	0	0	0
한남만 죽이는 인종차별단체는 응원한다 이기야	0	1	0	0	0	0	0	0	0	0	0
조선족은 바퀴벌레의 꼬붕 할짓없어서 짱깨꼬븡이냐	0	0	0	1	0	0	0	0	0	0	0
한국같은 곳에서 정말 이질적 모순적인 단어임 퀴어	0	0	1	0	0	0	0	0	0	0	0
북한에서 한국	0	0	0	0	0	0	0	0	0	1	0
필리핀에서는 사람 죽이는데 20만원 이라며	0	0	0	1	0	0	0	0	0	0	0
주연이형 페미는 정신병이야 성차별이 아니야	1	0	0	0	0	0	0	0	0	0	0
이상도 흑좆나 이상	0	0	0	1	0	0	0	0	0	0	0
이건 페미완 상관없는일 같은데 그냥 규정을 악용한 일부 공무원인듯 그 악용한 규정이 육아휴직일뿐 너무 여혐조장인듯 왜 있는규정써서 교묘하게 힘든일 빠져나가는게 페미니즘일까요 그냥 교활한짓이고 제도적 개선이 필요한 일일뿐이라고 느껴집니다	0	0	0	0	0	0	0	0	0	1	0
쿵쾅피싸개	1	0	0	0	0	0	0	0	0	0	0
백퍼 짬지에다가 당근도 넣엇다	0	0	0	0	0	0	0	0	1	0	0
당신아빠도 저렇게200만짜리기계달고오면 기분이 어떻겠노 저가게어디지오픈해라	0	0	0	0	0	0	0	0	1	0	0
인생에서 기독교는 믿고 걸러야됨	0	0	0	0	0	0	1	0	0	0	0
형님 안녕하세요 정말로 형님의 여동생분과 교제를 하고 싶습니다 꼭 연락주세요	0	0	0	0	0	0	0	0	0	1	0
먼일했었냐	0	0	0	0	0	0	0	0	0	1	0
